Shad Azimabadi,"DhūñDoge agar mulkoñ mulkoñ milne ke nahīñ nāyāb haiñ ham jo yaad na aa.e bhuul ke phir ai ham-nafaso vo ḳhvāb haiñ ham 
maiñ hairat o hasrat kā maarā ḳhāmosh khaḌā huuñ sāhil par dariyā-e-mohabbat kahtā hai aa kuchh bhī nahīñ pāyāb haiñ ham 
ho jaa.e bakheḌā paak kahīñ paas apne bulā leñ behtar hai ab dard-e-judā.ī se un kī ai aah bahut betāb haiñ ham 
ai shauq burā is vahm kā ho maktūb tamām apnā na huā vaañ chehre pe un ke ḳhat niklā yaañ bhūle hue alqāb haiñ ham 
kis tarah taḌapte jī bhar kar yaañ zo.af ne mushkīñ kas diiñ haiñ ho band aur ātish par ho chaḌhā sīmāb bhī vo sīmāb haiñ ham 
ai shauq patā kuchh tū hī batā ab tak ye karishma kuchh na khulā ham meñ hai dil-e-betāb nihāñ yā aap dil-e-betāb haiñ ham 
lākhoñ hī musāfir chalte haiñ manzil pe pahuñchte haiñ do ek ai ahl-e-zamāna qadr karo nāyāb na hoñ kam-yāb haiñ ham 
murġhān-e-qafas ko phūloñ ne ai 'shād' ye kahlā bhejā hai aa jaao jo tum ko aanā ho aise meñ abhī shādāb haiñ ham 
DhunDoge agar mulkon mulkon milne ke nahin nayab hain hum jo yaad na aae bhul ke phir ai ham-nafaso wo KHwab hain hum 
main hairat o hasrat ka mara KHamosh khaDa hun sahil par dariya-e-mohabbat kahta hai aa kuchh bhi nahin payab hain hum 
ho jae bakheDa pak kahin pas apne bula len behtar hai ab dard-e-judai se un ki ai aah bahut betab hain hum 
ai shauq bura is wahm ka ho maktub tamam apna na hua wan chehre pe un ke KHat nikla yan bhule hue alqab hain hum 
kis tarah taDapte ji bhar kar yan zoaf ne mushkin kas din hain ho band aur aatish par ho chaDha simab bhi wo simab hain hum 
ai shauq pata kuchh tu hi bata ab tak ye karishma kuchh na khula hum mein hai dil-e-betab nihan ya aap dil-e-betab hain hum 
lakhon hi musafir chalte hain manzil pe pahunchte hain do ek ai ahl-e-zamana qadr karo nayab na hon kam-yab hain hum 
murghan-e-qafas ko phulon ne ai 'shad' ye kahla bheja hai aa jao jo tum ko aana ho aise mein abhi shadab hain hum "
Allama Iqbal,"gesū-e-tābdār ko aur bhī tābdār kar hosh o ḳhirad shikār kar qalb o nazar shikār kar 
ishq bhī ho hijāb meñ husn bhī ho hijāb meñ yā to ḳhud āshkār ho yā mujhe āshkār kar 
tū hai muhīt-e-be-karāñ maiñ huuñ zarā sī aabjū yā mujhe ham-kanār kar yā mujhe be-kanār kar 
maiñ huuñ sadaf to tere haath mere guhar kī aabrū maiñ huuñ ḳhazaf to tū mujhe gauhar-e-shāhvār kar 
naġhma-e-nau-bahār agar mere nasīb meñ na ho us dam-e-nīm-soz ko tā.irak-e-bahār kar 
bāġh-e-bahisht se mujhe hukm-e-safar diyā thā kyuuñ kār-e-jahāñ darāz hai ab mirā intizār kar 
roz-e-hisāb jab mirā pesh ho daftar-e-amal aap bhī sharmsār ho mujh ko bhī sharmsār kar 
gesu-e-tabdar ko aur bhi tabdar kar hosh o KHirad shikar kar qalb o nazar shikar kar 
ishq bhi ho hijab mein husn bhi ho hijab mein ya to KHud aashkar ho ya mujhe aashkar kar 
tu hai muhit-e-be-karan main hun zara si aabju ya mujhe ham-kanar kar ya mujhe be-kanar kar 
main hun sadaf to tere hath mere guhar ki aabru main hun KHazaf to tu mujhe gauhar-e-shahwar kar 
naghma-e-nau-bahaar agar mere nasib mein na ho us dam-e-nim-soz ko tairak-e-bahaar kar 
bagh-e-bahisht se mujhe hukm-e-safar diya tha kyun kar-e-jahan daraaz hai ab mera intizar kar 
roz-e-hisab jab mera pesh ho daftar-e-amal aap bhi sharmsar ho mujh ko bhi sharmsar kar "
Hafeez Jalandhari,"ham hī meñ thī na koī baat yaad na tum ko aa sake tum ne hameñ bhulā diyā ham na tumheñ bhulā sake 
tum hī na sun sake agar qissa-e-ġham sunegā kaun kis kī zabāñ khulegī phir ham na agar sunā sake 
hosh meñ aa chuke the ham josh meñ aa chuke the ham bazm kā rañg dekh kar sar na magar uThā sake 
raunaq-e-bazm ban ga.e lab pe hikāyateñ rahīñ dil meñ shikāyateñ rahīñ lab na magar hilā sake 
shauq-e-visāl hai yahāñ lab pe savāl hai yahāñ kis kī majāl hai yahāñ ham se nazar milā sake 
aisā ho koī nāma-bar baat pe kaan dhar sake sun ke yaqīn kar sake jā ke unheñ sunā sake 
ijz se aur baḌh ga.ī barhamī-e-mizāj-e-dost ab vo kare ilāj-e-dost jis kī samajh meñ aa sake 
ahl-e-zabāñ to haiñ bahut koī nahīñ hai ahl-e-dil kaun tirī tarah 'hafīz' dard ke giit gā sake 
hum hi mein thi na koi baat yaad na tum ko aa sake tum ne hamein bhula diya hum na tumhein bhula sake 
tum hi na sun sake agar qissa-e-gham sunega kaun kis ki zaban khulegi phir hum na agar suna sake 
hosh mein aa chuke the hum josh mein aa chuke the hum bazm ka rang dekh kar sar na magar uTha sake 
raunaq-e-bazm ban gae lab pe hikayaten rahin dil mein shikayaten rahin lab na magar hila sake 
shauq-e-visal hai yahan lab pe sawal hai yahan kis ki majal hai yahan hum se nazar mila sake 
aisa ho koi nama-bar baat pe kan dhar sake sun ke yaqin kar sake ja ke unhen suna sake 
ijz se aur baDh gai barhami-e-mizaj-e-dost ab wo kare ilaj-e-dost jis ki samajh mein aa sake 
ahl-e-zaban to hain bahut koi nahin hai ahl-e-dil kaun teri tarah 'hafiz' dard ke git ga sake "
Jigar Moradabadi,"duniyā ke sitam yaad na apnī hī vafā yaad ab mujh ko nahīñ kuchh bhī mohabbat ke sivā yaad 
maiñ shikva ba-lab thā mujhe ye bhī na rahā yaad shāyad ki mire bhūlne vaale ne kiyā yaad 
chheḌā thā jise pahle-pahal terī nazar ne ab tak hai vo ik naġhma-e-be-sāz-o-sadā yaad 
jab koī hasīñ hotā hai sargarm-e-navāzish us vaqt vo kuchh aur bhī aate haiñ sivā yaad 
kyā jāniye kyā ho gayā arbāb-e-junūñ ko marne kī adā yaad na jiine kī adā yaad 
muddat huī ik hādsa-e-ishq ko lekin ab tak hai tire dil ke dhaḌakne kī sadā yaad 
haañ haañ tujhe kyā kaam mirī shiddat-e-ġham se haañ haañ nahīñ mujh ko tire dāman kī havā yaad 
maiñ tark-e-rah-o-rasm-e-junūñ kar hī chukā thā kyuuñ aa ga.ī aise meñ tirī laġhzish-e-pā yaad 
kyā lutf ki maiñ apnā pata aap batā.ūñ kiije koī bhūlī huī ḳhaas apnī adā yaad 
duniya ke sitam yaad na apni hi wafa yaad ab mujh ko nahin kuchh bhi mohabbat ke siwa yaad 
main shikwa ba-lab tha mujhe ye bhi na raha yaad shayad ki mere bhulne wale ne kiya yaad 
chheDa tha jise pahle-pahal teri nazar ne ab tak hai wo ek naghma-e-be-saz-o-sada yaad 
jab koi hasin hota hai sargarm-e-nawazish us waqt wo kuchh aur bhi aate hain siwa yaad 
kya jaaniye kya ho gaya arbab-e-junun ko marne ki ada yaad na jine ki ada yaad 
muddat hui ek hadsa-e-ishq ko lekin ab tak hai tere dil ke dhaDakne ki sada yaad 
han han tujhe kya kaam meri shiddat-e-gham se han han nahin mujh ko tere daman ki hawa yaad 
main tark-e-rah-o-rasm-e-junun kar hi chuka tha kyun aa gai aise mein teri laghzish-e-pa yaad 
kya lutf ki main apna pata aap bataun kije koi bhuli hui KHas apni ada yaad "
Andaleeb Shadani,"der lagī aane meñ tum ko shukr hai phir bhī aa.e to aas ne dil kā saath na chhoḌā vaise ham ghabrā.e to 
shafaq dhanak mahtāb ghaTā.eñ taare naġhme bijlī phuul is dāman meñ kyā kyā kuchh hai dāman haath meñ aa.e to 
chāhat ke badle meñ ham to bech deñ apnī marzī tak koī mile to dil kā gāhak koī hameñ apnā.e to 
kyuuñ ye mehr-añgez tabassum madd-e-nazar jab kuchh bhī nahīñ haa.e koī anjān agar is dhoke meñ aa jaa.e to 
sunī-sunā.ī baat nahīñ ye apne uupar biitī hai phuul nikalte haiñ sho.aloñ se chāhat aag lagā.e to 
jhuuT hai sab tārīḳh hamesha apne ko dohrātī hai achchhā merā ḳhvāb-e-javānī thoḌā sā dohrā.e to 
nādānī aur majbūrī meñ yaaro kuchh to farq karo ik be-bas insān kare kyā TuuT ke dil aa jaa.e to 
der lagi aane mein tum ko shukr hai phir bhi aae to aas ne dil ka sath na chhoDa waise hum ghabrae to 
shafaq dhanak mahtab ghaTaen tare naghme bijli phul is daman mein kya kya kuchh hai daman hath mein aae to 
chahat ke badle mein hum to bech den apni marzi tak koi mile to dil ka gahak koi hamein apnae to 
kyun ye mehr-angez tabassum madd-e-nazar jab kuchh bhi nahin hae koi anjaan agar is dhoke mein aa jae to 
suni-sunai baat nahin ye apne upar biti hai phul nikalte hain shoalon se chahat aag lagae to 
jhuT hai sab tariKH hamesha apne ko dohraati hai achchha mera KHwab-e-jawani thoDa sa dohrae to 
nadani aur majburi mein yaro kuchh to farq karo ek be-bas insan kare kya TuT ke dil aa jae to "
Mustafa Zaidi,"kisī aur ġham meñ itnī ḳhalish-e-nihāñ nahīñ hai ġham-e-dil mire rafīqo ġham-e-rā.egāñ nahīñ hai 
koī ham-nafas nahīñ hai koī rāz-dāñ nahīñ hai faqat ek dil thā ab tak so vo mehrbāñ nahīñ hai 
mirī ruuh kī haqīqat mire āñsuoñ se pūchho mirā majlisī tabassum mirā tarjumāñ nahīñ hai 
kisī zulf ko sadā do kisī aañkh ko pukāro baḌī dhuup paḌ rahī hai koī sā.ebāñ nahīñ hai 
inhīñ pattharoñ pe chal kar agar aa sako to aao mire ghar ke rāste meñ koī kahkashāñ nahīñ hai 
kisi aur gham mein itni KHalish-e-nihan nahin hai gham-e-dil mere rafiqo gham-e-raegan nahin hai 
koi ham-nafas nahin hai koi raaz-dan nahin hai faqat ek dil tha ab tak so wo mehrban nahin hai 
meri ruh ki haqiqat mere aansuon se puchho mera majlisi tabassum mera tarjuman nahin hai 
kisi zulf ko sada do kisi aankh ko pukaro baDi dhup paD rahi hai koi saeban nahin hai 
inhin pattharon pe chal kar agar aa sako to aao mere ghar ke raste mein koi kahkashan nahin hai "
Nizam Rampuri,"añgḌā.ī bhī vo lene na paa.e uThā ke haath dekhā jo mujh ko chhoḌ diye muskurā ke haath 
be-sāḳhta nigāheñ jo aapas meñ mil ga.iiñ kyā muñh par us ne rakh liye āñkheñ churā ke haath 
ye bhī nayā sitam hai hinā to lagā.eñ ġhair aur us kī daad chāheñ vo mujh ko dikhā ke haath 
be-iḳhtiyār ho ke jo maiñ paañv par girā ThoḌī ke nīche us ne dharā muskurā ke haath 
gar dil ko bas meñ paa.eñ to nāseh tirī suneñ apnī to marg-o-zīst hai us bevafā ke haath 
vo zānūoñ meñ siina chhupānā simaT ke haa.e aur phir sambhālnā vo dupaTTa chhuḌā ke haath 
qāsid tire bayāñ se dil aisā Thahar gayā goyā kisī ne rakh diyā siine pe aa ke haath 
ai dil kuchh aur baat kī raġhbat na de mujhe sunñī paḌeñgī saikḌoñ us ko lagā ke haath 
vo kuchh kisī kā kah ke satānā sadā mujhe vo khīñch lenā parde se apnā dikhā ke haath 
dekhā jo kuchh rukā mujhe to kis tapāk se gardan meñ merī Daal diye aap aa ke haath 
phir kyuuñ na chaak ho jo haiñ zor-āzmā.iyāñ bāñdhūñgā phir dupaTTa se us be-ḳhatā ke haath 
kūche se tere uTTheñ to phir jaa.eñ ham kahāñ baiThe haiñ yaañ to donoñ jahāñ se uThā ke haath 
pahchānā phir to kyā hī nadāmat huī unheñ panDit samajh ke mujh ko aur apnā dikhā ke haath 
denā vo us kā sāġhar-e-mai yaad hai 'nizām' muñh pher kar udhar ko idhar ko baḌhā ke haath 
angDai bhi wo lene na pae uTha ke hath dekha jo mujh ko chhoD diye muskura ke hath 
be-saKHta nigahen jo aapas mein mil gain kya munh par us ne rakh liye aankhen chura ke hath 
ye bhi naya sitam hai hina to lagaen ghair aur us ki dad chahen wo mujh ko dikha ke hath 
be-iKHtiyar ho ke jo main panw par gira ThoDi ke niche us ne dhara muskura ke hath 
gar dil ko bas mein paen to naseh teri sunen apni to marg-o-zist hai us bewafa ke hath 
wo zanuon mein sina chhupana simaT ke hae aur phir sambhaalna wo dupaTTa chhuDa ke hath 
qasid tere bayan se dil aisa Thahar gaya goya kisi ne rakh diya sine pe aa ke hath 
ai dil kuchh aur baat ki raghbat na de mujhe sunni paDengi saikDon us ko laga ke hath 
wo kuchh kisi ka kah ke satana sada mujhe wo khinch lena parde se apna dikha ke hath 
dekha jo kuchh ruka mujhe to kis tapak se gardan mein meri Dal diye aap aa ke hath 
phir kyun na chaak ho jo hain zor-azmaiyan bandhunga phir dupaTTa se us be-KHata ke hath 
kuche se tere uTThen to phir jaen hum kahan baiThe hain yan to donon jahan se uTha ke hath 
pahchana phir to kya hi nadamat hui unhen panDit samajh ke mujh ko aur apna dikha ke hath 
dena wo us ka saghar-e-mai yaad hai 'nizam' munh pher kar udhar ko idhar ko baDha ke hath "
Hasrat Mohani,"raushan jamāl-e-yār se hai anjuman tamām dahkā huā hai ātish-e-gul se chaman tamām 
hairat ġhurūr-e-husn se shoḳhī se iztirāb dil ne bhī tere siikh liye haiñ chalan tamām 
allāh-rī jism-e-yār kī ḳhūbī ki ḳhud-ba-ḳhud rangīniyoñ meñ Duub gayā pairahan tamām 
dil ḳhuun ho chukā hai jigar ho chukā hai ḳhaak baaqī huuñ maiñ mujhe bhī kar ai teġh-zan tamām 
dekho to chashm-e-yār kī jādū-nigāhiyāñ behosh ik nazar meñ huī anjuman tamām 
hai nāz-e-husn se jo farozāñ jabīn-e-yār labrez āb-e-nūr hai chāh-e-zaqan tamām 
nashv-o-numā-e-sabza-o-gul se bahār meñ shādābiyoñ ne gher liyā hai chaman tamām 
us nāznīñ ne jab se kiyā hai vahāñ qayām gulzār ban ga.ī hai zamīn-e-dakan tamām 
achchhā hai ahl-e-jaur kiye jaa.eñ saḳhtiyāñ phailegī yuuñ hī shorish-e-hubb-e-vatan tamām 
samjhe haiñ ahl-e-sharq ko shāyad qarīb-e-marg maġhrib ke yuuñ haiñ jam.a ye zaaġh o zaġhan tamām 
shīrīni-e-nasīm hai soz-o-gudāz-e-'mīr' 'hasrat' tire suḳhan pe hai lutf-e-suḳhan tamām 
raushan jamal-e-yar se hai anjuman tamam dahka hua hai aatish-e-gul se chaman tamam 
hairat ghurur-e-husn se shoKHi se iztirab dil ne bhi tere sikh liye hain chalan tamam 
allah-ri jism-e-yar ki KHubi ki KHud-ba-KHud ranginiyon mein Dub gaya pairahan tamam 
dil KHun ho chuka hai jigar ho chuka hai KHak baqi hun main mujhe bhi kar ai tegh-zan tamam 
dekho to chashm-e-yar ki jadu-nigahiyan behosh ek nazar mein hui anjuman tamam 
hai naz-e-husn se jo farozan jabin-e-yar labrez aab-e-nur hai chah-e-zaqan tamam 
nashw-o-numa-e-sabza-o-gul se bahaar mein shadabiyon ne gher liya hai chaman tamam 
us naznin ne jab se kiya hai wahan qayam gulzar ban gai hai zamin-e-dakan tamam 
achchha hai ahl-e-jaur kiye jaen saKHtiyan phailegi yun hi shorish-e-hubb-e-watan tamam 
samjhe hain ahl-e-sharq ko shayad qarib-e-marg maghrib ke yun hain jama ye zagh o zaghan tamam 
shirini-e-nasim hai soz-o-gudaz-e-'mir' 'hasrat' tere suKHan pe hai lutf-e-suKHan tamam "
Shahryar,"ye kyā jagah hai dosto ye kaun sā dayār hai had-e-nigāh tak jahāñ ġhubār hī ġhubār hai 
har ek jism ruuh ke azaab se niDhāl hai har ek aañkh shabnamī har ek dil figār hai 
hameñ to apne dil kī dhaḌkanoñ pe bhī yaqīñ nahīñ ḳhoshā vo log jin ko dūsroñ pe e'tibār hai 
na jis kā naam hai koī na jis kī shakl hai koī ik aisī shai kā kyuuñ hameñ azal se intizār hai 
ye kya jagah hai dosto ye kaun sa dayar hai had-e-nigah tak jahan ghubar hi ghubar hai 
har ek jism ruh ke azab se niDhaal hai har ek aankh shabnami har ek dil figar hai 
hamein to apne dil ki dhaDkanon pe bhi yaqin nahin KHosha wo log jin ko dusron pe e'tibar hai 
na jis ka nam hai koi na jis ki shakl hai koi ek aisi shai ka kyun hamein azal se intizar hai "
Moin Ahsan Jazbi,"marne kī duā.eñ kyuuñ māñgūñ jiine kī tamannā kaun kare ye duniyā ho yā vo duniyā ab ḳhvāhish-e-duniyā kaun kare 
jab kashtī sābit-o-sālim thī sāhil kī tamannā kis ko thī ab aisī shikasta kashtī par sāhil kī tamannā kaun kare 
jo aag lagā.ī thī tum ne us ko to bujhāyā ashkoñ ne jo ashkoñ ne bhaḌkā.ī hai us aag ko ThanDā kaun kare 
duniyā ne hameñ chhoḌā 'jazbī' ham chhoḌ na deñ kyuuñ duniyā ko duniyā ko samajh kar baiThe haiñ ab duniyā duniyā kaun kare 
marne ki duaen kyun mangun jine ki tamanna kaun kare ye duniya ho ya wo duniya ab KHwahish-e-duniya kaun kare 
jab kashti sabit-o-salim thi sahil ki tamanna kis ko thi ab aisi shikasta kashti par sahil ki tamanna kaun kare 
jo aag lagai thi tum ne us ko to bujhaya ashkon ne jo ashkon ne bhaDkai hai us aag ko ThanDa kaun kare 
duniya ne hamein chhoDa 'jazbi' hum chhoD na den kyun duniya ko duniya ko samajh kar baiThe hain ab duniya duniya kaun kare "
Momin Khan Momin,"āñkhoñ se hayā Tapke hai andāz to dekho hai bul-havasoñ par bhī sitam naaz to dekho 
us but ke liye maiñ havas-e-hūr se guzrā is ishq-e-ḳhush-anjām kā āġhāz to dekho 
chashmak mirī vahshat pe hai kyā hazrat-e-nāseh tarz-e-nigah-e-chashm-e-fusūñ-sāz to dekho 
arbāb-e-havas haar ke bhī jaan pe khele kam-tāla.i-e-āshiq-e-jāñ-bāz to dekho 
majlis meñ mire zikr ke aate hī uThe vo badnāmi-e-ushshāq kā e.azāz to dekho 
mahfil meñ tum aġhyār ko duz-dīda nazar se manzūr hai pinhāñ na rahe raaz to dekho 
us ġhairat-e-nāhīd kī har taan hai dīpak sho.ala sā lapak jaa.e hai āvāz to dekho 
deñ pāki-e-dāman kī gavāhī mire aañsū us yūsuf-e-bedard kā e.ajāz to dekho 
jannat meñ bhī 'momin' na milā haa.e butoñ se jaur-e-ajal-e-tafraqa-pardāz to dekho 
aankhon se haya Tapke hai andaz to dekho hai bul-hawason par bhi sitam naz to dekho 
us but ke liye main hawas-e-hur se guzra is ishq-e-KHush-anjam ka aaghaz to dekho 
chashmak meri wahshat pe hai kya hazrat-e-naseh tarz-e-nigah-e-chashm-e-fusun-saz to dekho 
arbab-e-hawas haar ke bhi jaan pe khele kam-talai-e-ashiq-e-jaan-baz to dekho 
majlis mein mere zikr ke aate hi uThe wo badnami-e-ushshaq ka eazaz to dekho 
mahfil mein tum aghyar ko duz-dida nazar se manzur hai pinhan na rahe raaz to dekho 
us ghairat-e-nahid ki har tan hai dipak shoala sa lapak jae hai aawaz to dekho 
den paki-e-daman ki gawahi mere aansu us yusuf-e-bedard ka eajaz to dekho 
jannat mein bhi 'momin' na mila hae buton se jaur-e-ajal-e-tafraqa-pardaz to dekho "
Faiz Ahmad Faiz,"rañg pairāhan kā ḳhushbū zulf lahrāne kā naam mausam-e-gul hai tumhāre baam par aane kā naam 
dosto us chashm o lab kī kuchh kaho jis ke baġhair gulsitāñ kī baat rañgīñ hai na mai-ḳhāne kā naam 
phir nazar meñ phuul mahke dil meñ phir sham.eñ jalīñ phir tasavvur ne liyā us bazm meñ jaane kā naam 
dilbarī Thahrā zabān-e-ḳhalq khulvāne kā naam ab nahīñ lete parī-rū zulf bikhrāne kā naam 
ab kisī lailā ko bhī iqrār-e-mahbūbī nahīñ in dinoñ badnām hai har ek dīvāne kā naam 
mohtasib kī ḳhair ūñchā hai usī ke faiz se rind kā saaqī kā mai kā ḳhum kā paimāne kā naam 
ham se kahte haiñ chaman vaale ġharībān-e-chaman tum koī achchhā sā rakh lo apne vīrāne kā naam 
'faiz' un ko hai taqāzā-e-vafā ham se jinheñ āshnā ke naam se pyārā hai begāne kā naam 
rang pairahan ka KHushbu zulf lahrane ka nam mausam-e-gul hai tumhaare baam par aane ka nam 
dosto us chashm o lab ki kuchh kaho jis ke baghair gulsitan ki baat rangin hai na mai-KHane ka nam 
phir nazar mein phul mahke dil mein phir shamen jalin phir tasawwur ne liya us bazm mein jaane ka nam 
dilbari Thahra zaban-e-KHalq khulwane ka nam ab nahin lete pari-ru zulf bikhrane ka nam 
ab kisi laila ko bhi iqrar-e-mahbubi nahin in dinon badnam hai har ek diwane ka nam 
mohtasib ki KHair uncha hai usi ke faiz se rind ka saqi ka mai ka KHum ka paimane ka nam 
hum se kahte hain chaman wale ghariban-e-chaman tum koi achchha sa rakh lo apne virane ka nam 
'faiz' un ko hai taqaza-e-wafa hum se jinhen aashna ke nam se pyara hai begane ka nam "
Majrooh Sultanpuri,"ham haiñ mata-e-kūcha-o-bāzār kī tarah uThtī hai har nigāh ḳharīdār kī tarah 
is kū-e-tishnagī meñ bahut hai ki ek jaam haath aa gayā hai daulat-e-bedār kī tarah 
vo to kahīñ hai aur magar dil ke ās-pās phirtī hai koī shai nigah-e-yār kī tarah 
sīdhī hai rāh-e-shauq pe yūñhī kahīñ kahīñ ḳham ho ga.ī hai gesū-e-dildār kī tarah 
be-tesha-e-nazar na chalo rāh-e-raftagāñ har naqsh-e-pā buland hai dīvār kī tarah 
ab jā ke kuchh khulā hunar-e-nāḳhun-e-junūñ zaḳhm-e-jigar hue lab-o-ruḳhsār kī tarah 
'majrūh' likh rahe haiñ vo ahl-e-vafā kā naam ham bhī khaḌe hue haiñ gunahgār kī tarah 
hum hain mata-e-kucha-o-bazar ki tarah uThti hai har nigah KHaridar ki tarah 
is ku-e-tishnagi mein bahut hai ki ek jam hath aa gaya hai daulat-e-bedar ki tarah 
wo to kahin hai aur magar dil ke aas-pas phirti hai koi shai nigah-e-yar ki tarah 
sidhi hai rah-e-shauq pe yunhi kahin kahin KHam ho gai hai gesu-e-dildar ki tarah 
be-tesha-e-nazar na chalo rah-e-raftagan har naqsh-e-pa buland hai diwar ki tarah 
ab ja ke kuchh khula hunar-e-naKHun-e-junun zaKHm-e-jigar hue lab-o-ruKHsar ki tarah 
'majruh' likh rahe hain wo ahl-e-wafa ka nam hum bhi khaDe hue hain gunahgar ki tarah "
Khatir Ghaznavi,"go zarā sī baat par barsoñ ke yārāne ga.e lekin itnā to huā kuchh log pahchāne ga.e 
garmi-e-mahfil faqat ik nāra-e-mastāna hai aur vo ḳhush haiñ ki is mahfil se dīvāne ga.e 
maiñ ise shohrat kahūñ yā apnī rusvā.ī kahūñ mujh se pahle us galī meñ mere afsāne ga.e 
vahshateñ kuchh is tarah apnā muqaddar ban ga.iiñ ham jahāñ pahuñche hamāre saath vīrāne ga.e 
yuuñ to vo merī rag-e-jāñ se bhī the nazdīk-tar āñsuoñ kī dhund meñ lekin na pahchāne ga.e 
ab bhī un yādoñ kī ḳhushbū zehn meñ mahfūz hai bār-hā ham jin se gulzāroñ ko mahkāne ga.e 
kyā qayāmat hai ki 'ḳhātir' kushta-e-shab the bhī ham sub.h bhī aa.ī to mujrim ham hī gardāne ga.e 
go zara si baat par barson ke yarane gae lekin itna to hua kuchh log pahchane gae 
garmi-e-mahfil faqat ek nara-e-mastana hai aur wo KHush hain ki is mahfil se diwane gae 
main ise shohrat kahun ya apni ruswai kahun mujh se pahle us gali mein mere afsane gae 
wahshaten kuchh is tarah apna muqaddar ban gain hum jahan pahunche hamare sath virane gae 
yun to wo meri rag-e-jaan se bhi the nazdik-tar aansuon ki dhund mein lekin na pahchane gae 
ab bhi un yaadon ki KHushbu zehn mein mahfuz hai bar-ha hum jin se gulzaron ko mahkane gae 
kya qayamat hai ki 'KHatir' kushta-e-shab the bhi hum subh bhi aai to mujrim hum hi gardane gae "
Altaf Hussain Hali,"hai justujū ki ḳhuub se hai ḳhūb-tar kahāñ ab Thahratī hai dekhiye jā kar nazar kahāñ 
haiñ daur-e-jām-e-avval-e-shab meñ ḳhudī se duur hotī hai aaj dekhiye ham ko sahar kahāñ 
yā rab is iḳhtilāt kā anjām ho ba-ḳhair thā us ko ham se rabt magar is qadar kahāñ 
ik umr chāhiye ki gavārā ho nīsh-e-ishq rakkhī hai aaj lazzat-e-zaḳhm-e-jigar kahāñ 
bas ho chukā bayāñ kasal-o-ranj-e-rāh kā ḳhat kā mire javāb hai ai nāma-bar kahāñ 
kaun o makāñ se hai dil-e-vahshī kanāra-gīr is ḳhānumāñ-ḳharāb ne DhūñDā hai ghar kahāñ 
ham jis pe mar rahe haiñ vo hai baat hī kuchh aur aalam meñ tujh se laakh sahī tū magar kahāñ 
hotī nahīñ qubūl duā tark-e-ishq kī dil chāhtā na ho to zabāñ meñ asar kahāñ 
'hālī' nashāt-e-naġhma-o-mai DhūñDhte ho ab aa.e ho vaqt-e-sub.h rahe raat bhar kahāñ 
hai justuju ki KHub se hai KHub-tar kahan ab Thahrati hai dekhiye ja kar nazar kahan 
hain daur-e-jam-e-awwal-e-shab mein KHudi se dur hoti hai aaj dekhiye hum ko sahar kahan 
ya rab is iKHtilat ka anjam ho ba-KHair tha us ko hum se rabt magar is qadar kahan 
ek umr chahiye ki gawara ho nish-e-ishq rakkhi hai aaj lazzat-e-zaKHm-e-jigar kahan 
bas ho chuka bayan kasal-o-ranj-e-rah ka KHat ka mere jawab hai ai nama-bar kahan 
kaun o makan se hai dil-e-wahshi kanara-gir is KHanuman-KHarab ne DhunDa hai ghar kahan 
hum jis pe mar rahe hain wo hai baat hi kuchh aur aalam mein tujh se lakh sahi tu magar kahan 
hoti nahin qubul dua tark-e-ishq ki dil chahta na ho to zaban mein asar kahan 
'haali' nashat-e-naghma-o-mai DhunDhte ho ab aae ho waqt-e-subh rahe raat bhar kahan "
Nida Fazli,"jab se qarīb ho ke chale zindagī se ham ḳhud apne aa.ine ko lage ajnabī se ham 
kuchh duur chal ke rāste sab ek se lage milne ga.e kisī se mil aa.e kisī se ham 
achchhe bure ke farq ne bastī ujaaḌ dī majbūr ho ke milne lage har kisī se ham 
shā.ista mahfiloñ kī fazāoñ meñ zahr thā zinda bache haiñ zehn kī āvārgī se ham 
achchhī bhalī thī duniyā guzāre ke vāste uljhe hue haiñ apnī hī ḳhud-āgahī se ham 
jañgal meñ duur tak koī dushman na koī dost mānūs ho chale haiñ magar bamba.ī se ham 
jab se qarib ho ke chale zindagi se hum KHud apne aaine ko lage ajnabi se hum 
kuchh dur chal ke raste sab ek se lage milne gae kisi se mil aae kisi se hum 
achchhe bure ke farq ne basti ujaD di majbur ho ke milne lage har kisi se hum 
shaista mahfilon ki fazaon mein zahr tha zinda bache hain zehn ki aawargi se hum 
achchhi bhali thi duniya guzare ke waste uljhe hue hain apni hi KHud-agahi se hum 
jangal mein dur tak koi dushman na koi dost manus ho chale hain magar bambai se hum "
